open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2026-01-18 21:00:00,26.797,26.899,26.437,26.537,84192.6,2026-01-18 21:04:59.999,2248804.6341000,19898,34405.8,919742.9326000,0
2026-01-18 21:05:00,26.538,26.995,26.537,26.958,54160.6,2026-01-18 21:09:59.999,1446780.2396000,15650,32639.5,871924.9125000,0
2026-01-18 21:10:00,26.956,26.975,26.411,26.525,63371.8,2026-01-18 21:14:59.999,1687838.8333000,18270,28743.3,765566.1449000,0
2026-01-18 21:15:00,26.525,26.695,26.26,26.614,65074.5,2026-01-18 21:19:59.999,1719439.9783000,19125,33327.0,881005.1212000,0
2026-01-18 21:20:00,26.613,26.774,26.368,26.675,53728.5,2026-01-18 21:24:59.999,1428841.5676000,15774,27535.3,732385.8627000,0
2026-01-18 21:25:00,26.676,26.866,26.63,26.657,35251.4,2026-01-18 21:29:59.999,944186.6574000,12039,18374.7,492266.7252000,0
2026-01-18 21:30:00,26.657,27.103,26.654,26.949,43265.9,2026-01-18 21:34:59.999,1165559.3310000,13280,24062.5,648265.9571000,0
2026-01-18 21:35:00,26.949,27.2,26.801,27.192,56554.0,2026-01-18 21:39:59.999,1526546.9758000,15467,32894.3,888471.7126000,0
2026-01-18 21:40:00,27.182,27.182,26.668,26.705,46548.3,2026-01-18 21:44:59.999,1249594.2383000,15632,22575.8,606344.5960000,0
2026-01-18 21:45:00,26.704,27.057,26.643,27.037,40773.8,2026-01-18 21:49:59.999,1093581.0312000,13501,19360.4,519663.4850000,0
2026-01-18 21:50:00,27.038,27.078,26.879,27.003,44795.3,2026-01-18 21:54:59.999,1209567.8621000,12239,21790.8,588586.9958000,0
2026-01-18 21:55:00,27.003,27.004,26.792,26.944,28588.5,2026-01-18 21:59:59.999,769939.5166000,8577,12630.7,340108.9160000,0
2026-01-18 22:00:00,26.945,27.24,26.928,27.18,41801.5,2026-01-18 22:04:59.999,1132509.1293000,14033,20940.8,567382.7824000,0
2026-01-18 22:05:00,27.172,27.35,27.129,27.261,43101.4,2026-01-18 22:09:59.999,1174331.1277000,13993,20507.1,558893.8684000,0
2026-01-18 22:10:00,27.266,27.333,26.767,26.857,66612.1,2026-01-18 22:14:59.999,1798864.6744000,14013,29025.8,782991.1612000,0
2026-01-18 22:15:00,26.857,27.397,26.856,27.241,44354.4,2026-01-18 22:19:59.999,1205229.3026000,9784,25255.3,686234.3777000,0
2026-01-18 22:20:00,27.237,27.437,27.166,27.22,46526.8,2026-01-18 22:24:59.999,1269533.5430000,9654,23171.8,632404.1196000,0
2026-01-18 22:25:00,27.22,27.311,27.072,27.146,24787.3,2026-01-18 22:29:59.999,673718.0757000,6523,12198.2,331510.3861000,0
2026-01-18 22:30:00,27.139,27.466,26.952,27.348,38140.7,2026-01-18 22:34:59.999,1039896.8462000,9981,19976.8,544693.7226000,0
2026-01-18 22:35:00,27.347,27.431,27.015,27.113,43810.4,2026-01-18 22:39:59.999,1193856.0829000,9448,22294.9,607839.6808000,0
2026-01-18 22:40:00,27.113,27.217,26.886,26.937,32220.2,2026-01-18 22:44:59.999,870625.2080000,6991,12792.7,345564.1782000,0
2026-01-18 22:45:00,26.936,26.985,26.673,26.751,40207.2,2026-01-18 22:49:59.999,1076594.3304000,6834,19697.2,527293.5212000,0
2026-01-18 22:50:00,26.751,26.799,26.583,26.71,36272.6,2026-01-18 22:54:59.999,968277.1263000,6782,20642.0,550945.2267000,0
2026-01-18 22:55:00,26.711,26.871,26.608,26.608,38691.1,2026-01-18 22:59:59.999,1033294.2531000,6193,22083.3,589895.6778000,0
2026-01-18 23:00:00,26.608,26.783,26.534,26.762,59264.8,2026-01-18 23:04:59.999,1579049.2372000,10350,29740.3,792597.6408000,0
2026-01-18 23:05:00,26.762,27.099,26.752,26.944,55747.4,2026-01-18 23:09:59.999,1500827.6455000,12214,30428.5,819239.7090000,0
2026-01-18 23:10:00,26.943,27.261,26.864,27.099,60536.6,2026-01-18 23:14:59.999,1641078.6318000,13224,32270.2,874986.1606000,0
2026-01-18 23:15:00,27.098,27.147,26.723,26.774,56406.4,2026-01-18 23:19:59.999,1517773.2275000,12276,29324.8,789244.7517000,0
2026-01-18 23:20:00,26.773,27.137,26.771,27.1,46643.4,2026-01-18 23:24:59.999,1257591.9200000,10427,28294.1,762971.6363000,0
2026-01-18 23:25:00,27.097,27.24,26.889,27.159,56438.1,2026-01-18 23:29:59.999,1528870.5652000,11511,22351.4,606001.8989000,0
2026-01-18 23:30:00,27.162,27.339,26.959,26.967,50691.6,2026-01-18 23:34:59.999,1378586.7902000,11712,23661.8,643822.8212000,0
2026-01-18 23:35:00,26.969,27.028,26.808,26.88,37656.0,2026-01-18 23:39:59.999,1013355.3274000,9180,19166.1,515875.3992000,0
2026-01-18 23:40:00,26.887,27.1,26.749,27.094,47370.3,2026-01-18 23:44:59.999,1273525.6405000,11846,24945.6,670801.5810000,0
2026-01-18 23:45:00,27.095,27.38,26.9,27.289,82268.4,2026-01-18 23:49:59.999,2232504.2018000,17740,45474.3,1234474.3433000,0
2026-01-18 23:50:00,27.283,27.347,26.753,26.88,85205.0,2026-01-18 23:54:59.999,2299832.7872000,25652,41024.7,1108030.7076000,0
2026-01-18 23:55:00,26.88,27.249,26.827,27.155,70456.4,2026-01-18 23:59:59.999,1906316.0993000,21354,32843.2,888061.2330000,0
2026-01-19 00:00:00,27.154,28.653,24.8,26.9,610091.1,2026-01-19 00:04:59.999,16091990.0156000,106787,309526.2,8211476.7143000,0
2026-01-19 00:05:00,26.885,28.253,26.163,26.738,235492.9,2026-01-19 00:09:59.999,6306721.9187000,81874,121470.7,3260787.2097000,0
2026-01-19 00:10:00,26.726,26.938,26.45,26.718,116717.2,2026-01-19 00:14:59.999,3107777.5829000,46052,51026.8,1359670.7122000,0
